GeneSymbol_EnsemblGeneID,alpha7G_Control_Male,alpha7G_Smoked_Male,alpha7E260A:G_Control_Male,alpha7E260A:G_Smoked_Male,alpha7G_C_Female,alpha7G_Smoked_Female,alpha7E260A:G_C_Female,alpha7E260A:G_Smoked_Female
9530077C05Rik_ENSMUSG00000036411.8,55,46,45,25,76,60,63,53
9530085L02Rik_ENSMUSG00000091403.1,0,0,0,0,0,0,0,0
9630014M24Rik_ENSMUSG00000073576.1,0,0,0,0,0,0,0,0
9630033F20Rik_ENSMUSG00000038028.8,96,46,100,104,92,75,63,76
9630041A04Rik_ENSMUSG00000057710.6,0,0,0,0,0,0,0,0
9830001H06Rik_ENSMUSG00000055485.6,156,71,545,207,126,80,151,74
9830107B12Rik_ENSMUSG00000073386.3,13,7,6,10,2,9,0,5
9830147E19Rik_ENSMUSG00000074158.2,33,10,29,38,42,16,22,20
9930012K11Rik_ENSMUSG00000044551.7,40,60,27,23,4,42,17,31
9930013L23Rik_ENSMUSG00000052353.7,1,0,2,0,0,0,0,0
9930021D14Rik_ENSMUSG00000045744.4,2,2,2,2,0,0,0,4
9930021J03Rik_ENSMUSG00000046138.6,151,74,195,140,116,58,102,95
9930021J03Rik_ENSMUSG00000079351.2,80,35,109,88,49,37,26,21
9930022D16Rik_ENSMUSG00000045065.7,0,0,0,0,0,0,0,0
9930023K05Rik_ENSMUSG00000035818.6,2,0,7,3,0,0,0,5
9930111J21Rik1_ENSMUSG00000069893.4,82,26,92,61,53,38,45,6
9930111J21Rik2_ENSMUSG00000069892.3,108,26,97,82,71,37,36,39
A130010J15Rik_ENSMUSG00000079144.5,56,46,46,44,60,26,50,41
A130022J15Rik_ENSMUSG00000035245.6,190,160,201,138,232,118,115,107
A130050O07Rik_ENSMUSG00000051480.2,0,0,0,0,0,0,0,0
A1bg_ENSMUSG00000022347.7,0,0,0,0,0,0,0,0
A1cf_ENSMUSG00000052595.6,0,0,0,0,0,0,0,0
A230006K03Rik_ENSMUSG00000078690.2,0,0,0,0,0,0,0,0
A230046K03Rik_ENSMUSG00000034560.5,742,467,891,825,684,456,647,563
A230050P20Rik_ENSMUSG00000038884.7,124,103,114,147,90,97,66,126
A230051G13Rik_ENSMUSG00000049287.5,52,49,45,63,74,66,47,59
A230052G05Rik_ENSMUSG00000020887.3,0,0,0,0,0,0,0,0
A230065H16Rik_ENSMUSG00000087075.1,0,5,0,0,0,2,7,0
A230065N10Rik_ENSMUSG00000092071.1,0,0,0,0,0,0,0,3
A230072I06Rik_ENSMUSG00000074473.1,0,0,0,0,0,0,0,0
A230083G16Rik_ENSMUSG00000055818.2,1,0,0,0,0,0,6,0
A2ld1_ENSMUSG00000041625.8,82,156,52,92,152,112,163,96
A2m_ENSMUSG00000030111.8,0,0,0,0,0,0,0,0
A330008L17Rik_ENSMUSG00000052479.5,0,0,0,0,0,0,0,0
A330017A19Rik_ENSMUSG00000073388.2,1,1,2,2,0,2,0,0
A330021E22Rik_ENSMUSG00000040473.8,451,187,483,512,789,366,426,292
A330041J22Rik_ENSMUSG00000087466.2,1,3,1,0,0,0,0,0
A330049M08Rik_ENSMUSG00000043924.9,4,2,0,0,3,1,3,0
A330050F15Rik_ENSMUSG00000091636.1,0,0,0,0,0,0,0,0
A330070K13Rik_ENSMUSG00000052014.5,0,0,0,0,0,0,0,0
A3galt2_ENSMUSG00000028794.7,2,0,2,1,1,0,0,3
A430005L14Rik_ENSMUSG00000047613.4,148,240,150,193,234,271,294,237
A430033K04Rik_ENSMUSG00000056014.8,108,87,81,58,110,82,62,57
A430078G23Rik_ENSMUSG00000074497.3,352,182,287,239,276,213,105,81
A430084P05Rik_ENSMUSG00000057135.6,252,278,375,364,387,379,795,619
A430093F15Rik_ENSMUSG00000067577.2,8,24,10,4,14,16,26,8
A430105I19Rik_ENSMUSG00000045838.8,23,31,28,33,32,23,7,10
A430107O13Rik_ENSMUSG00000062980.9,233,172,439,403,224,220,144,258
A430110L20Rik_ENSMUSG00000054135.1,0,0,3,0,0,0,0,0
A430110N23Rik_ENSMUSG00000035279.7,40,34,75,63,57,51,20,37
A4galt_ENSMUSG00000047878.6,45,60,79,35,66,50,18,34
A4gnt_ENSMUSG00000037953.7,0,0,0,0,0,0,0,0
A530016L24Rik_ENSMUSG00000043122.6,0,0,1,0,0,0,0,0
A530021J07Rik_ENSMUSG00000053528.5,3,12,3,4,3,9,19,2
A530032D15Rik_ENSMUSG00000079459.2,0,0,0,0,0,0,0,0
A530032D15Rik_ENSMUSG00000089844.1,0,0,0,0,0,0,0,0
A530053G22Rik_ENSMUSG00000046764.6,0,0,0,0,0,0,0,0
A530054K11Rik_ENSMUSG00000021510.8,183,108,151,184,167,96,164,152
A530064D06Rik_ENSMUSG00000043939.8,37,19,24,6,26,32,18,7
A530084C06Rik_ENSMUSG00000090863.1,2,0,1,3,4,0,0,0
A530088E08Rik_ENSMUSG00000053467.5,4,0,11,5,0,3,0,7
A530095I07Rik_ENSMUSG00000051805.1,0,0,2,0,0,0,0,0
A530098C11Rik_ENSMUSG00000047343.4,1,0,1,0,0,0,0,1
A530099J19Rik_ENSMUSG00000047462.8,76,16,58,13,68,16,52,28
A630001G21Rik_ENSMUSG00000052760.8,302,258,225,243,326,217,226,190
A630007B06Rik_ENSMUSG00000035173.8,393,177,419,349,319,172,229,217
A630010A05Rik_ENSMUSG00000075395.4,0,0,0,0,0,0,0,0
A630033H20Rik_ENSMUSG00000054293.3,266,218,235,278,330,193,257,295
A630055G03Rik_ENSMUSG00000037991.7,3,1,2,2,5,7,17,2
A630073D07Rik_ENSMUSG00000067541.5,0,0,0,0,0,0,0,0
A630091E08Rik_ENSMUSG00000055446.4,0,0,0,0,0,0,0,0
A630095E13Rik_ENSMUSG00000070313.1,0,0,0,0,0,0,0,0
A730011L01Rik_ENSMUSG00000039850.10,125,106,75,79,104,96,94,50
A730013G03Rik_ENSMUSG00000047384.2,0,0,0,0,0,0,0,0
A730015C16Rik_ENSMUSG00000090551.1,0,0,0,1,0,1,0,1
A730017C20Rik_ENSMUSG00000050875.4,1,0,1,0,2,1,2,0
A730018C14Rik_ENSMUSG00000047828.2,0,0,0,0,0,0,0,0
A730020M07Rik_ENSMUSG00000044522.4,0,0,0,0,0,1,0,0
A730037C10Rik_ENSMUSG00000048655.11,0,0,0,0,0,0,0,0
A730045E13Rik_ENSMUSG00000053979.4,0,0,0,0,0,0,0,0
A730049H05Rik_ENSMUSG00000048636.7,0,0,1,0,0,0,5,2
A730061H03Rik_ENSMUSG00000053588.3,2,0,1,1,9,0,0,4
A730068I03Rik_ENSMUSG00000090599.1,1,2,0,1,0,0,0,0
A830005F24Rik_ENSMUSG00000053181.1,3,14,3,2,19,5,13,1
A830007P12Rik_ENSMUSG00000059555.6,587,505,578,514,523,513,565,477
A830010M20Rik_ENSMUSG00000044060.10,128,59,98,87,132,52,37,52
A830018L16Rik_ENSMUSG00000057715.6,12,27,12,25,39,19,12,15
A830031A19Rik_ENSMUSG00000055010.1,0,0,0,0,0,0,0,0
A830073O21Rik_ENSMUSG00000091890.1,0,1,1,1,0,0,0,1
A830080D01Rik_ENSMUSG00000044150.6,171,121,136,160,143,163,142,148
A830092H15Rik_ENSMUSG00000074664.2,0,0,0,0,0,0,0,0
A830093I24Rik_ENSMUSG00000050545.8,2,0,0,3,4,6,0,2
A930001N09Rik_ENSMUSG00000048249.7,510,271,494,497,574,294,426,339
A930002H24Rik_ENSMUSG00000045506.3,3,10,0,1,9,1,4,0
A930002I21Rik_ENSMUSG00000050179.2,0,2,0,0,7,4,13,0
A930003A15Rik_ENSMUSG00000075330.3,14,33,8,26,0,37,26,23
A930004D18Rik_ENSMUSG00000054057.2,7,0,7,9,6,2,0,4
A930005H10Rik_ENSMUSG00000054426.5,43,92,22,50,29,67,166,75
A930005I04Rik_ENSMUSG00000051246.1,10,13,12,5,6,8,19,11
A930011G23Rik_ENSMUSG00000089809.2,0,1,0,0,0,0,0,0
A930016O22Rik_ENSMUSG00000040705.1,0,0,1,0,0,3,0,5
A930017K11Rik_ENSMUSG00000025727.8,7,1,2,31,3,9,8,12
A930017M01Rik_ENSMUSG00000090446.1,3,0,2,0,0,0,5,0
A930018M24Rik_ENSMUSG00000091089.1,4,3,4,6,0,0,5,0
A930018P22Rik_ENSMUSG00000032671.5,0,0,0,0,0,0,0,0
A930033H14Rik_ENSMUSG00000090622.1,0,0,0,0,0,7,0,0
A930038C07Rik_ENSMUSG00000049001.4,95,67,62,44,185,89,75,63
A930039A15Rik_ENSMUSG00000078493.2,13,2,20,14,9,8,15,11
AA386476_ENSMUSG00000074357.2,2,0,1,0,0,0,0,0
AA415398_ENSMUSG00000062260.5,17,16,19,11,14,10,16,3
AA467197_ENSMUSG00000033213.9,31,49,28,31,46,72,221,67
AA474408_ENSMUSG00000073867.2,0,3,1,0,0,1,0,0
AA792892_ENSMUSG00000073497.2,0,0,0,0,0,0,0,0
AA960436_ENSMUSG00000031792.8,228,207,190,219,218,239,295,232
AA986860_ENSMUSG00000042510.6,290,226,145,114,383,226,150,214
AA987161_ENSMUSG00000058093.6,297,210,223,302,257,159,240,173
AB041803_ENSMUSG00000044471.4,0,0,2,2,2,0,0,0
AB041806_ENSMUSG00000046109.6,0,0,0,0,0,0,0,0
AB069917_ENSMUSG00000076714.1,243,158,94,100,371,358,582,157
AB124611_ENSMUSG00000057191.6,799,943,478,475,573,582,677,529
AC141469.5_ENSMUSG00000092531.1,0,0,0,0,0,0,0,0
AC158671.1_ENSMUSG00000076500.2,2,0,2,0,3,5,1,0
AF064781_ENSMUSG00000089945.3,0,0,2,0,0,0,0,0
AF085738_ENSMUSG00000090625.1,3,5,2,8,66,7,10,59
AF251705_ENSMUSG00000044811.6,1304,1536,1611,1680,1467,1788,3698,2958
AF366264_ENSMUSG00000057116.4,0,0,0,0,0,0,0,0
AF529169_ENSMUSG00000039313.7,0,0,0,0,0,5,0,0
AI118078_ENSMUSG00000032313.5,3,0,0,3,0,2,2,4
AI182371_ENSMUSG00000035875.7,14,12,9,9,17,13,22,2
AI314180_ENSMUSG00000050812.11,1337,733,1746,1416,1270,718,1175,1048
AI314976_ENSMUSG00000040771.7,283,428,203,282,401,389,520,445
AI316807_ENSMUSG00000031534.8,55,101,54,64,94,105,101,119
AI317395_ENSMUSG00000038522.4,24,40,35,31,67,54,31,28
AI324046_ENSMUSG00000076615.2,1812,506,539,95,444,686,15838,573
AI413582_ENSMUSG00000062753.7,212,429,204,289,318,401,664,449
AI427809_ENSMUSG00000073854.2,10,2,2,5,0,1,3,3
AI428936_ENSMUSG00000019737.7,49,73,34,44,69,52,55,39
AI429214_ENSMUSG00000074384.3,33,23,48,64,56,64,47,90
AI462493_ENSMUSG00000071654.5,175,427,133,126,243,310,512,371
AI464131_ENSMUSG00000046312.4,77,51,45,38,69,60,20,40
AI467606_ENSMUSG00000045165.5,824,991,704,661,859,936,752,641
AI480653_ENSMUSG00000047434.7,77,90,54,81,72,60,33,64
AI481877_ENSMUSG00000038598.9,0,0,0,0,0,0,0,0
AI504432_ENSMUSG00000056145.4,234,95,472,310,236,104,164,208
AI593442_ENSMUSG00000078307.2,0,0,3,0,0,4,0,1
AI597468_ENSMUSG00000060935.5,35,35,22,29,39,28,27,28
AI597479_ENSMUSG00000010290.7,102,65,89,71,59,67,73,105
AI606181_ENSMUSG00000074873.3,8,0,28,20,18,3,4,5
AI607873_ENSMUSG00000073490.3,819,399,800,667,648,458,667,633
AI646023_ENSMUSG00000046807.8,9,6,5,2,11,6,3,14
AI661453_ENSMUSG00000034382.8,162,112,188,246,326,202,27,118
AI747448_ENSMUSG00000074195.3,0,0,0,0,0,0,0,0
AI836003_ENSMUSG00000029875.4,10,11,2,3,12,17,27,12
AI837181_ENSMUSG00000047423.8,445,568,358,387,438,530,391,501
AI846148_ENSMUSG00000024970.4,114,132,130,123,96,113,159,111
AI848100_ENSMUSG00000040297.7,706,401,547,548,669,396,556,421
AI987944_ENSMUSG00000056383.8,221,142,169,166,223,121,147,205
AK129341_ENSMUSG00000040729.6,595,360,475,575,859,362,404,324
AK157302_ENSMUSG00000078139.3,0,0,0,1,1,1,0,1
AL808133.1_ENSMUSG00000092333.1,0,0,0,0,0,0,0,0
AU015836_ENSMUSG00000055936.5,0,0,0,2,2,0,0,0
AU015836_ENSMUSG00000081044.2,0,0,1,0,2,0,0,0
AU016765_ENSMUSG00000073377.3,0,0,0,0,0,0,0,0
AU018091_ENSMUSG00000054753.7,0,5,0,0,0,0,0,0
AU019823_ENSMUSG00000059820.7,144,152,142,146,157,139,108,117
AU021034_ENSMUSG00000045655.9,172,159,135,207,326,131,139,170
AU021092_ENSMUSG00000051669.5,539,641,251,254,682,801,310,388
AU022252_ENSMUSG00000078584.3,34,54,34,37,57,59,50,45
AU022751_ENSMUSG00000073294.4,0,0,0,0,0,0,0,0
AU023871_ENSMUSG00000073414.2,5,14,3,0,7,2,7,2
AU040320_ENSMUSG00000028830.8,627,495,808,602,580,413,457,480
AU041133_ENSMUSG00000078435.2,40,36,23,33,23,44,51,53
AV320801_ENSMUSG00000054994.2,0,0,0,0,0,0,0,0
AW011738_ENSMUSG00000078349.2,3,11,9,12,1,8,4,9
AW112010_ENSMUSG00000075010.3,818,1714,758,639,1592,1780,3474,1424
AW146020_ENSMUSG00000035125.4,96,85,69,127,83,69,62,97
AW146154_ENSMUSG00000074166.5,68,54,46,69,30,45,52,41
AW209491_ENSMUSG00000039182.4,155,131,102,129,214,130,215,152
AW549877_ENSMUSG00000041935.9,249,128,186,184,168,147,105,110
AW551984_ENSMUSG00000038112.8,5,6,4,8,45,15,20,28
AW554918_ENSMUSG00000033632.9,67,40,68,64,56,44,62,41
AW555464_ENSMUSG00000072825.3,317,186,448,383,481,281,166,200
AY026312_ENSMUSG00000057174.4,0,0,0,0,0,0,0,0
AY074887_ENSMUSG00000044820.5,0,0,1,0,0,0,0,0
AY358078_ENSMUSG00000050961.4,0,0,0,0,0,0,0,0
AY702102_ENSMUSG00000067581.2,0,0,0,0,0,0,0,0
AY702103_ENSMUSG00000067103.5,0,0,0,0,0,0,0,0
AY761184_ENSMUSG00000058618.6,0,0,0,0,0,0,0,0
AY761185_ENSMUSG00000079120.2,0,0,1,0,0,0,5,0
Aaas_ENSMUSG00000036678.7,352,359,296,309,327,334,347,302
Aacs_ENSMUSG00000029482.3,383,339,302,309,443,335,309,290
Aadac_ENSMUSG00000027761.3,2,3,0,0,2,0,0,0
Aadacl2_ENSMUSG00000091376.1,0,0,0,0,0,0,0,0
Aadacl3_ENSMUSG00000078507.1,0,0,0,0,0,0,0,0
Aadat_ENSMUSG00000057228.4,0,0,0,0,0,0,0,0
Aagab_ENSMUSG00000037257.7,293,239,264,233,303,215,293,291
Aak1_ENSMUSG00000057230.7,162,44,325,162,159,76,117,87
Aamp_ENSMUSG00000006299.6,1712,1810,1593,1699,2117,1874,2139,1938
Aanat_ENSMUSG00000020804.5,1,0,0,0,0,0,0,0
Aard_ENSMUSG00000068522.3,1,3,3,4,0,10,2,1
Aars2_ENSMUSG00000023938.7,158,140,155,133,114,144,74,115
Aars_ENSMUSG00000031960.8,961,827,1028,1031,963,775,1093,846
Aarsd1_ENSMUSG00000075528.6,342,455,299,293,394,466,522,441
Aasdh_ENSMUSG00000055923.9,134,96,124,106,110,81,87,85
Aasdhppt_ENSMUSG00000025894.9,236,398,220,264,290,359,442,372
Aass_ENSMUSG00000029695.7,95,65,44,17,55,77,32,41
Aatf_ENSMUSG00000018697.7,334,313,324,282,393,432,370,414
Aatk_ENSMUSG00000025375.9,126,57,208,224,48,98,92,94
Abat_ENSMUSG00000057880.6,14,9,17,15,13,26,8,9
Abca12_ENSMUSG00000050296.8,6,0,12,3,7,0,0,0
Abca13_ENSMUSG00000004668.7,10,6,11,3,49,0,6,6
Abca14_ENSMUSG00000062017.8,0,0,0,0,0,7,15,2
Abca15_ENSMUSG00000054746.10,0,0,0,0,0,0,0,0
Abca16_ENSMUSG00000051900.6,0,0,0,0,0,0,0,0
Abca17_ENSMUSG00000035435.8,9,1,4,4,9,5,18,1
Abca1_ENSMUSG00000015243.4,1241,336,1783,1067,599,367,818,478
Abca2_ENSMUSG00000026944.11,1078,545,1917,1123,945,612,837,764
Abca3_ENSMUSG00000024130.9,3073,1358,2441,1694,2618,1714,1404,1320
Abca4_ENSMUSG00000028125.8,17,47,17,19,35,22,0,30
Abca5_ENSMUSG00000018800.8,32,17,100,131,93,28,118,88
Abca6_ENSMUSG00000044749.7,68,88,163,74,68,68,58,56
Abca7_ENSMUSG00000035722.9,1374,708,2117,1293,811,646,722,662
Abca8a_ENSMUSG00000041828.8,379,502,1070,840,559,594,301,479
Abca8b_ENSMUSG00000020620.8,48,69,160,140,56,42,43,77
Abca9_ENSMUSG00000041797.7,432,88,537,194,113,88,166,103
Abcb10_ENSMUSG00000031974.8,157,130,184,142,127,112,120,101
Abcb11_ENSMUSG00000027048.8,0,0,0,0,6,2,0,0
Abcb1a_ENSMUSG00000040584.8,205,150,195,147,204,149,142,98
Abcb1b_ENSMUSG00000028970.5,105,69,102,74,118,89,142,67
Abcb4_ENSMUSG00000042476.7,10,14,8,8,8,5,6,15
Abcb5_ENSMUSG00000072791.4,0,0,0,0,0,0,0,0
Abcb6_ENSMUSG00000026198.9,202,253,222,271,306,237,177,210
Abcb7_ENSMUSG00000031333.7,376,208,288,402,345,220,256,270
Abcb8_ENSMUSG00000028973.11,260,209,233,249,229,240,264,220
Abcb9_ENSMUSG00000029408.7,73,99,48,60,83,110,35,57
Abcc10_ENSMUSG00000032842.7,121,70,155,104,115,100,31,53
Abcc12_ENSMUSG00000036872.9,0,3,3,0,1,6,7,0
Abcc1_ENSMUSG00000023088.9,619,369,764,638,478,374,402,384
Abcc2_ENSMUSG00000025194.4,12,0,9,5,0,0,0,3
Abcc3_ENSMUSG00000020865.9,397,333,272,164,237,196,118,190
Abcc4_ENSMUSG00000032849.7,264,139,392,290,240,227,152,223
Abcc5_ENSMUSG00000022822.9,1200,733,2759,2457,1301,834,1340,1318
Abcc6_ENSMUSG00000030834.5,0,0,0,0,2,0,0,0
Abcc8_ENSMUSG00000040136.8,10,31,8,24,10,19,17,26
Abcc9_ENSMUSG00000030249.8,86,87,258,220,136,148,58,176
Abcd1_ENSMUSG00000031378.7,774,607,894,706,629,560,590,588
Abcd2_ENSMUSG00000055782.7,849,473,1446,1411,819,669,1228,1507
Abcd3_ENSMUSG00000028127.5,994,760,634,695,1306,1007,777,1011
Abcd4_ENSMUSG00000021240.4,130,137,174,198,98,179,129,143
Abce1_ENSMUSG00000058355.6,1021,794,845,983,1090,935,1040,904
Abcf1_ENSMUSG00000038762.9,1120,919,1263,1131,1126,1026,1069,950
Abcf2_ENSMUSG00000028953.8,652,615,704,673,755,680,579,690
Abcf3_ENSMUSG00000003234.9,684,582,604,702,686,593,711,529
Abcg1_ENSMUSG00000024030.6,5164,3487,9368,8636,4198,3982,7359,6307
Abcg2_ENSMUSG00000029802.7,175,190,255,446,284,278,341,406
Abcg3_ENSMUSG00000029299.8,244,169,176,156,169,153,192,165
Abcg4_ENSMUSG00000032131.9,6,9,3,4,9,9,1,1
Abcg5_ENSMUSG00000040505.6,3,4,3,1,15,1,8,9
Abcg8_ENSMUSG00000024254.8,0,0,0,1,0,0,0,0
Abhd10_ENSMUSG00000033157.9,116,140,123,140,144,141,214,137
Abhd11_ENSMUSG00000040532.8,298,430,267,259,292,469,464,310
Abhd12_ENSMUSG00000032046.9,1703,1656,2169,2544,1962,2207,3002,3418
Abhd12b_ENSMUSG00000090121.3,35,32,5,8,55,15,30,20
Abhd13_ENSMUSG00000040396.6,207,193,213,176,232,205,219,185
Abhd14a_ENSMUSG00000042210.9,142,153,135,156,204,185,203,169
Abhd14b_ENSMUSG00000042073.7,217,308,176,275,291,300,239,282
Abhd15_ENSMUSG00000000686.11,43,26,88,93,30,47,61,49
Abhd16a_ENSMUSG00000007036.8,785,897,751,850,755,859,864,798
Abhd16b_ENSMUSG00000055882.8,0,0,0,1,0,0,0,0
Abhd2_ENSMUSG00000039202.6,486,226,480,312,477,275,252,173
Abhd3_ENSMUSG00000002475.9,219,208,231,301,269,206,279,251
Abhd4_ENSMUSG00000040997.6,343,385,396,423,425,450,368,549
Abhd5_ENSMUSG00000032540.8,599,729,861,854,827,722,1251,1436
Abhd6_ENSMUSG00000025277.6,77,144,65,83,95,94,111,99
Abhd8_ENSMUSG00000007950.8,248,293,210,252,295,316,266,244
Abi1_ENSMUSG00000058835.7,1348,1060,1305,1299,1479,1143,1067,1469
Abi2_ENSMUSG00000026782.8,51,47,52,83,69,60,47,39
Abi3_ENSMUSG00000018381.8,520,541,427,406,409,454,510,339
Abi3bp_ENSMUSG00000035258.7,201,195,382,279,266,199,125,227
Abl1_ENSMUSG00000026842.9,608,363,788,502,513,345,240,321
Abl2_ENSMUSG00000026596.7,139,48,286,142,150,41,81,62
Ablim1_ENSMUSG00000025085.9,1047,565,863,676,775,614,487,426
Ablim2_ENSMUSG00000029095.11,16,16,22,19,20,14,12,22
Ablim3_ENSMUSG00000032735.8,77,76,131,154,164,128,56,79
Abo_ENSMUSG00000015787.9,0,0,0,0,0,0,0,0
Abp1_ENSMUSG00000029811.8,165,443,129,229,231,379,317,376
Abpa_ENSMUSG00000066583.4,0,0,0,0,0,0,0,0
Abpb_ENSMUSG00000066584.4,0,0,0,0,0,0,0,0
Abpd_ENSMUSG00000061795.5,0,0,0,0,0,0,0,0
Abpe_ENSMUSG00000036521.4,0,0,0,0,0,0,0,0
Abpg_ENSMUSG00000066586.3,1,3,1,0,5,0,0,7
Abph_ENSMUSG00000062556.2,0,0,0,0,0,0,0,0
Abpz_ENSMUSG00000046438.5,0,0,0,0,0,0,0,0
Abr_ENSMUSG00000017631.10,1155,484,2107,1531,919,634,957,887
Abra_ENSMUSG00000042895.5,0,1,0,0,0,3,0,0
Abt1_ENSMUSG00000036376.2,159,141,99,89,142,173,133,98
Abtb1_ENSMUSG00000030083.8,624,452,382,434,451,406,518,378
Abtb2_ENSMUSG00000032724.5,159,116,180,84,123,111,76,55
Acaa1a_ENSMUSG00000036138.8,668,924,721,682,877,895,1127,819
Acaa1b_ENSMUSG00000010651.4,218,241,284,282,250,483,525,392
Acaa2_ENSMUSG00000036880.9,1115,1655,863,1182,1608,1493,1261,1373
Acaca_ENSMUSG00000020532.10,161,48,166,66,170,60,57,60
Acacb_ENSMUSG00000042010.10,36,50,85,59,50,23,7,32
Acad10_ENSMUSG00000029456.6,111,143,102,112,177,92,61,72
Acad11_ENSMUSG00000090150.1,277,286,251,272,424,266,235,207
Acad12_ENSMUSG00000042647.7,45,52,35,68,69,39,32,67
Acad8_ENSMUSG00000031969.9,191,230,172,174,303,199,175,179
Acad9_ENSMUSG00000027710.8,370,355,268,300,381,373,302,326
Acadl_ENSMUSG00000026003.5,1058,1361,859,1311,1652,1530,1541,1543
Acadm_ENSMUSG00000062908.6,842,839,907,1161,948,923,1260,1251
Acads_ENSMUSG00000029545.7,449,575,509,582,570,715,809,698
Acadsb_ENSMUSG00000030861.8,302,336,287,295,369,300,316,352
Acadvl_ENSMUSG00000018574.8,1177,1440,1094,1230,1602,1564,1286,1535
Acan_ENSMUSG00000030607.6,0,0,0,0,0,0,0,0
Acap1_ENSMUSG00000001588.6,1813,1289,1459,1319,1244,1351,893,869
Acap2_ENSMUSG00000049076.8,519,262,799,560,463,235,350,286
Acap3_ENSMUSG00000029033.9,181,126,318,247,178,155,121,154
Acat1_ENSMUSG00000032047.5,1044,1127,850,883,1299,1209,1185,1327
Acat2_ENSMUSG00000023832.7,61,66,56,51,98,72,115,64
Acat3_ENSMUSG00000062480.5,0,0,0,0,0,4,0,2
Acbd3_ENSMUSG00000026499.4,490,345,491,463,525,368,483,361
Acbd4_ENSMUSG00000056938.9,131,94,146,152,104,158,173,122
Acbd5_ENSMUSG00000026781.9,519,417,428,560,506,336,490,489
Acbd6_ENSMUSG00000033701.7,153,300,139,205,185,260,287,233
Acbd7_ENSMUSG00000026644.6,3,19,4,12,15,24,16,32
Accn1_ENSMUSG00000020704.7,0,0,0,0,0,0,0,0
Accn2_ENSMUSG00000023017.8,0,4,0,0,0,2,0,3
Accn3_ENSMUSG00000038276.7,0,0,0,2,0,0,0,0
Accn4_ENSMUSG00000033007.9,0,0,0,0,0,0,0,0
Accn5_ENSMUSG00000028008.4,0,0,0,0,0,0,0,0
Accs_ENSMUSG00000040272.8,99,85,95,99,113,84,84,48
Accsl_ENSMUSG00000075023.4,0,0,0,0,0,0,0,0
Acd_ENSMUSG00000038000.8,431,548,334,387,401,450,479,385
Ace2_ENSMUSG00000015405.9,186,174,112,84,194,100,78,107
Ace_ENSMUSG00000020681.8,4232,3575,5240,5136,3638,2513,2241,2467
Acer1_ENSMUSG00000045019.4,0,0,0,0,0,0,0,0
Acer2_ENSMUSG00000038007.8,151,133,122,96,155,114,44,48
Acer2_ENSMUSG00000091609.1,17,58,5,17,69,27,19,18
Acer3_ENSMUSG00000030760.8,240,222,250,175,282,184,375,234
Ache_ENSMUSG00000023328.8,4,3,5,2,3,3,0,12
Acin1_ENSMUSG00000022185.11,2072,1220,2538,1877,1943,1280,1051,1142
Acly_ENSMUSG00000020917.10,3607,2068,3565,2484,3411,2334,2665,2011
Acmsd_ENSMUSG00000026348.6,0,0,0,2,0,1,0,1
Acn9_ENSMUSG00000042505.5,29,72,26,25,60,70,99,59
Acnat1_ENSMUSG00000070985.3,2,4,3,1,20,4,0,0
Acnat2_ENSMUSG00000060317.3,0,0,0,0,0,0,0,0
Aco1_ENSMUSG00000028405.8,914,931,1091,870,916,718,1003,856
Aco2_ENSMUSG00000022477.6,2147,2374,2112,2013,2389,1862,2020,2045
Acot10_ENSMUSG00000047565.4,1,0,0,0,3,2,3,1
Acot11_ENSMUSG00000034853.9,66,39,116,59,51,34,43,33
Acot12_ENSMUSG00000021620.4,0,0,0,0,4,0,0,0
Acot13_ENSMUSG00000006717.6,324,780,257,463,543,725,942,751
Acot1_ENSMUSG00000072949.4,360,160,176,220,400,457,328,294
Acot2_ENSMUSG00000021226.7,130,148,85,112,66,142,85,92
Acot3_ENSMUSG00000021228.7,0,0,0,0,0,0,0,0
Acot4_ENSMUSG00000052392.4,13,3,12,26,20,3,16,25
Acot5_ENSMUSG00000042540.6,0,0,0,0,0,0,0,0
Acot6_ENSMUSG00000043487.3,5,6,4,8,4,3,0,14
Acot7_ENSMUSG00000028937.8,802,864,416,280,888,931,733,611
Acot8_ENSMUSG00000017307.9,142,170,161,100,118,248,246,171
Acot9_ENSMUSG00000025287.9,652,628,680,633,818,905,1209,1046
Acox1_ENSMUSG00000020777.10,1330,1051,1750,1861,1472,1227,1332,1495
Acox2_ENSMUSG00000021751.7,340,603,291,586,644,405,382,416
Acox3_ENSMUSG00000029098.9,881,639,1161,1219,809,620,1010,840
Acoxl_ENSMUSG00000027380.4,376,108,70,46,238,261,113,89
Acp1_ENSMUSG00000044573.8,31,36,16,37,36,46,48,33
Acp2_ENSMUSG00000002103.8,322,327,474,546,368,294,474,424
Acp5_ENSMUSG00000001348.8,1537,2438,1404,2828,1993,2317,3772,3425
Acp6_ENSMUSG00000028093.8,240,215,228,247,239,193,271,174
Acpl2_ENSMUSG00000043587.8,138,145,133,94,202,109,61,112
Acpp_ENSMUSG00000032561.8,93,56,67,68,117,55,113,42
Acpt_ENSMUSG00000012777.7,0,0,0,0,0,0,0,0
Acr_ENSMUSG00000022622.3,0,0,1,0,0,4,0,0
Acrbp_ENSMUSG00000072770.3,107,47,84,85,51,51,40,60
Acrv1_ENSMUSG00000032110.3,0,0,0,0,0,0,0,0
Acsbg1_ENSMUSG00000032281.5,119,113,74,95,94,166,137,114
